,name,company,year,Price,kms_driven,fuel_type
11245,Toyota Etios 1.5 V,Toyota,2016,509999,35000,Petrol
11246,Ford Ikon 1.3 Flair,Ford,2005,50000,80000,Petrol
11247,Chevrolet Aveo 1.4,Chevrolet,2007,85000,70000,Petrol
11248,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,475000,23000,Petrol
11249,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2014,425000,40000,Petrol
11250,BMW 5 Series 530i,BMW,2006,480000,110000,Petrol
11251,Maruti S-Cross Delta DDiS 200 SH,Maruti,2019,950000,10000,Diesel
11252,Maruti Swift Dzire VDI,Maruti,2015,535000,80000,Diesel
11253,Hyundai Verna CRDi SX ABS,Hyundai,2009,325000,25000,Diesel
11254,Maruti Wagon R Stingray VXI,Maruti,2013,270000,74000,Petrol
11255,Maruti Celerio VXI,Maruti,2015,300000,60000,Petrol
11256,Volkswagen Vento Diesel Trendline,Volkswagen,2011,325000,70000,Diesel
11257,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,350000,100000,Diesel
11258,Hyundai Verna CRDi SX,Hyundai,2008,229999,146000,Diesel
11259,Maruti Swift Dzire LDi,Maruti,2012,325000,120000,Diesel
11260,Maruti Wagon R LXI,Maruti,2005,70000,70000,Petrol
11261,Skoda Laura Ambiente,Skoda,2008,190000,120000,Diesel
11262,Chevrolet Cruze LTZ,Chevrolet,2011,345000,65500,Diesel
11263,Mahindra Scorpio 1.99 S10,Mahindra,2016,1025000,70000,Diesel
11264,Maruti Alto 800 LXI,Maruti,2012,120000,50000,Petrol
11265,Maruti Alto LXi BSIII,Maruti,2009,114999,90000,Petrol
11266,Honda City 1.5 S MT,Honda,2009,300000,120000,Petrol
11267,Maruti Celerio VXI,Maruti,2016,340000,56000,Petrol
11268,Maruti Wagon R LXI,Maruti,2005,90000,70000,Petrol
11269,Maruti Alto LX,Maruti,2006,150000,140300,Petrol
11270,Maruti Alto K10 2010-2014 VXI,Maruti,2010,115999,70000,Petrol
11271,Toyota Etios Liva 1.4 VD,Toyota,2017,425000,36000,Diesel
11272,Honda Amaze VX O iDTEC,Honda,2017,550000,12997,Diesel
11273,Maruti Ciaz 1.4 AT Zeta,Maruti,2017,500000,40000,Petrol
11274,Mahindra Quanto C8,Mahindra,2013,300000,25000,Diesel
11275,Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,1150000,26430,Diesel
11276,Maruti Swift 1.3 VXI ABS,Maruti,2015,475000,24600,Petrol
11277,Maruti Wagon R LXI,Maruti,2011,260000,28481,Petrol
11278,Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,2013,350000,100000,Petrol
11279,Mahindra XUV500 W8 2WD,Mahindra,2013,750000,41988,Diesel
11280,Renault KWID Climber 1.0 AMT BSIV,Renault,2017,350000,7658,Petrol
11281,Maruti Wagon R LXI,Maruti,2009,180000,30375,Petrol
11282,Maruti Swift Dzire VDI,Maruti,2017,611000,34400,Diesel
11283,Renault KWID RXL BSIV,Renault,2017,325000,18500,Petrol
11284,Hyundai EON 1.0 Era Plus,Hyundai,2012,225000,48000,Petrol
11285,Maruti Wagon R AMT VXI,Maruti,2014,300000,28942,Petrol
11286,Mahindra Bolero Power Plus SLX,Mahindra,2017,400000,50000,Diesel
11287,Mahindra XUV500 W8 2WD,Mahindra,2012,711000,53600,Diesel
11288,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,851000,53652,Diesel
11289,Maruti Wagon R VXI,Maruti,2016,375000,23000,Petrol
11290,Maruti Zen Estilo LXI BSIII,Maruti,2007,275000,10211,Petrol
11291,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2005,120000,120000,Diesel
11292,Maruti Celerio ZDi,Maruti,2015,350000,120000,Diesel
11293,Maruti Celerio ZXI,Maruti,2017,409999,35000,Petrol
11294,Hyundai Verna 1.6 SX,Hyundai,2012,500000,130000,Diesel
11295,Nissan Sunny Diesel XL,Nissan,2013,220000,90000,Diesel
11296,Ford Fiesta 1.6 Duratec EXI Ltd,Ford,2008,120000,80000,Petrol
11297,Hyundai Santro Xing XK,Hyundai,2007,70000,55000,Petrol
11298,Maruti Swift Dzire ZXI Plus,Maruti,2017,800000,15000,Petrol
11299,Maruti Swift Dzire VDI,Maruti,2014,450000,260000,Diesel
11300,Mahindra Scorpio SLE BSIV,Mahindra,2012,525000,145000,Diesel
11301,Datsun GO Plus Remix Limited Edition,Datsun,2016,300000,35000,Petrol
11302,Hyundai i10 Magna,Hyundai,2008,195000,56000,Petrol
11303,Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2007,130000,98000,Diesel
11304,Toyota Etios VD,Toyota,2011,300000,135000,Diesel
11305,Maruti Alto VXi,Maruti,2002,120000,60000,Petrol
11306,Toyota Innova 2.5 G3,Toyota,2010,450000,120000,Diesel
11307,Tata Indigo LS,Tata,2010,160000,102000,Diesel
11308,Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2018,800000,35000,Diesel
11309,Maruti 800 AC,Maruti,2013,100000,80000,Petrol
11310,Volkswagen Polo GTI,Volkswagen,2017,825000,13599,Petrol
11311,Maruti Alto 800 LXI,Maruti,2015,265000,32933,Petrol
11312,Maruti Wagon R LXI,Maruti,2008,175000,54551,Petrol
11313,Maruti Omni 8 Seater BSIV,Maruti,2014,250999,57112,Petrol
11314,Hyundai Xcent 1.2 VTVT S AT,Hyundai,2015,471000,41025,Petrol
11315,Maruti Swift Dzire LDI,Maruti,2019,650000,5000,Diesel
11316,Maruti Swift Dzire LDI,Maruti,2019,650000,5000,Diesel
11317,Hyundai EON Magna,Hyundai,2012,225000,53122,Petrol
11318,Maruti Alto 800 LXI CNG,Maruti,2013,245000,64111,CNG
11319,Maruti Ritz LXi,Maruti,2011,221000,78892,Petrol
11320,Hyundai i20 1.2 Asta,Hyundai,2011,271000,74113,Petrol
11321,Maruti Wagon R VXI,Maruti,2012,290000,80000,Petrol
11322,Maruti Swift VXi BSIV,Maruti,2017,525000,39000,Petrol
11323,Volkswagen Vento 1.6 Highline,Volkswagen,2012,377000,84775,Petrol
11324,Tata Nano LX SE,Tata,2012,95000,20778,Petrol
11325,Maruti Ertiga VDI,Maruti,2015,763000,64441,Diesel
11326,Honda Amaze S i-Vtech,Honda,2015,450000,43192,Petrol
11327,Tata Nano Twist XE,Tata,2014,140000,44416,Petrol
11328,Maruti Ciaz VDi Plus SHVS,Maruti,2016,701000,79991,Diesel
11329,Nissan Micra Diesel XV,Nissan,2011,277000,62601,Diesel
11330,Maruti Baleno Delta Automatic,Maruti,2018,520000,50000,Petrol
11331,Ford Figo Aspire 1.5 TDCi Ambiente ABS,Ford,2017,550000,100000,Diesel
11332,Volkswagen Vento Diesel Highline,Volkswagen,2011,260000,97000,Diesel
11333,Renault Pulse RxZ,Renault,2015,420000,100000,Diesel
11334,OpelCorsa 1.4 GL,OpelCorsa,2002,35000,100000,Petrol
11335,Mahindra XUV500 W7 BSIV,Mahindra,2018,1150000,20000,Diesel
11336,Maruti Ciaz 1.4 Zeta,Maruti,2017,680000,46000,Petrol
11337,Maruti Swift VDI,Maruti,2012,425000,40000,Diesel
11338,Maruti Swift Dzire LDI,Maruti,2014,450000,70000,Diesel
11339,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Toyota,2008,590000,89600,Diesel
11340,Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen,2017,936999,60800,Petrol
11341,Honda Mobilio S i DTEC,Honda,2015,420000,104000,Diesel
11342,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2014,450000,80000,Diesel
11343,Maruti 800 AC,Maruti,2004,40000,69111,Petrol
11344,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,520000,70000,Diesel
11345,Maruti 800 AC,Maruti,2007,80000,120000,Petrol
11346,Tata Nano CX,Tata,2014,55000,40000,Petrol
11347,Mahindra Bolero DI DX 7 Seater,Mahindra,2001,80000,100000,Diesel
11348,Maruti Alto 800 LXI,Maruti,2019,210000,20000,Petrol
11349,Ford Figo Petrol Titanium,Ford,2015,300000,50000,Petrol
11350,Tata Tiago 1.05 Revotorq XM,Tata,2017,260000,50000,Diesel
11351,Tata Zest Quadrajet 1.3,Tata,2016,250000,70000,Diesel
11352,Tata Indica Vista Aqua TDI BSIII,Tata,2008,80000,90000,Diesel
11353,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,2010,450000,150000,Diesel
11354,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2005,310000,120000,Diesel
11355,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,2012,500000,100000,Diesel
11356,Maruti Ertiga SHVS VDI,Maruti,2016,800000,70000,Diesel
11357,Hyundai Creta 1.6 CRDi SX,Hyundai,2016,840000,70000,Diesel
11358,Honda Amaze S i-Vtech,Honda,2016,490000,50000,Petrol
11359,Tata Indica Vista Aqua 1.4 TDI,Tata,2010,125000,81000,Diesel
11360,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,Chevrolet,2012,400000,120000,Diesel
11361,Chevrolet Cruze LTZ,Chevrolet,2015,1000000,3600,Diesel
11362,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,2015,530000,14272,Petrol
11363,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,840000,49213,Diesel
11364,Hyundai i10 Sportz 1.1L,Hyundai,2015,229999,40000,Petrol
11365,Maruti 800 Std,Maruti,1998,40000,40000,Petrol
11366,Chevrolet Spark 1.0 LS,Chevrolet,2012,130000,80000,Petrol
11367,Hyundai EON Era Plus,Hyundai,2015,200000,70000,Petrol
11368,Tata Indica Vista Aqua TDI BSIII,Tata,2011,120000,70000,Diesel
11369,Hyundai Santro LP zipPlus,Hyundai,2003,75000,57000,Petrol
11370,Tata Bolt Quadrajet XE,Tata,2016,250000,120000,Diesel
11371,Maruti 800 AC BSIII,Maruti,2005,100000,30000,Petrol
11372,Hyundai EON Era Plus,Hyundai,2013,280000,3240,Petrol
11373,Hyundai i20 Magna 1.2,Hyundai,2015,540000,5000,Petrol
11374,Hyundai i20 1.2 Asta,Hyundai,2018,700000,10000,Petrol
11375,Ford Figo Petrol EXI,Ford,2014,350000,90000,Petrol
11376,Maruti SX4 VDI,Maruti,2011,320000,100000,Diesel
11377,Honda Amaze S i-DTEC,Honda,2016,475000,90000,Diesel
11378,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2011,220000,140000,Diesel
11379,Nissan Micra Diesel XV Premium,Nissan,2013,210000,13770,Diesel
11380,Ford Ikon 1.3 Flair,Ford,2005,61000,4637,Petrol
11381,Skoda Superb Elegance 2.0 TDI CR AT,Skoda,2009,355000,100000,Diesel
11382,Chevrolet Beat Diesel LT,Chevrolet,2012,150000,60000,Diesel
11383,Tata Indica Vista Quadrajet LX,Tata,2011,133000,80000,Diesel
11384,Chevrolet Cruze LTZ AT,Chevrolet,2015,650000,50000,Diesel
11385,Nissan Micra XL,Nissan,2014,210000,40000,Petrol
11386,Chevrolet Beat Diesel LS,Chevrolet,2013,130000,93900,Diesel
11387,Maruti 800 AC,Maruti,2007,60000,70000,Petrol
11388,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2005,120000,120000,Diesel
11389,BMW 5 Series 520d Luxury Line,BMW,2017,2900000,40000,Diesel
11390,Hyundai Accent CRDi,Hyundai,2005,100000,120000,Diesel
11391,Maruti Zen VXi - BS III,Maruti,2004,79000,80000,Petrol
11392,Chevrolet Beat Diesel LS,Chevrolet,2012,120000,110000,Diesel
11393,Maruti Zen LXi - BS III,Maruti,2005,125000,34000,Petrol
11394,Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,2013,425000,20000,Diesel
11395,Maruti Wagon R LXI,Maruti,2001,70000,117000,Petrol
11396,Maruti Swift VXI,Maruti,2020,619000,1500,Petrol
11397,Nissan Micra XL,Nissan,2017,415000,48965,Petrol
11398,Hyundai EON Era Plus Option,Hyundai,2014,265000,55000,Petrol
11399,Tata Indica GLS BS IV,Tata,2008,70000,60000,Petrol
11400,Chevrolet Sail Hatchback 1.3 TCDi,Chevrolet,2015,281000,40000,Diesel
11401,Tata Indigo Grand Dicor,Tata,2013,211000,80000,Diesel
11402,Hyundai Elite i20 Petrol Magna Exective,Hyundai,2018,550000,11000,Petrol
11403,Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,2014,350000,110000,Diesel
11404,Maruti Wagon R VXI AMT,Maruti,2017,420000,19890,Petrol
11405,Renault KWID RXT,Renault,2015,270000,20969,Petrol
11406,Maruti Celerio VXI,Maruti,2016,399000,20194,Petrol
11407,Ford Figo Trend,Ford,2016,440000,34982,Petrol
11408,Hyundai EON Magna,Hyundai,2012,250000,44588,Petrol
11409,Ford Ecosport 1.5 Diesel Titanium,Ford,2016,650000,57904,Diesel
11410,Maruti Alto K10 VXI,Maruti,2015,270000,59258,Petrol
11411,Ford Figo Trend,Ford,2016,390000,60826,Petrol
11412,Mahindra XUV500 W10 2WD,Mahindra,2018,1500000,50000,Diesel
11413,Maruti 800 AC,Maruti,2014,225000,35000,Petrol
11414,Mahindra XUV500 W8 2WD,Mahindra,2015,900000,110000,Diesel
11415,Hyundai Tucson 2.0 e-VGT 2WD AT GL,Hyundai,2018,1600000,40000,Diesel
11416,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,2019,800000,10000,Petrol
11417,Honda Amaze E i-Dtech,Honda,2013,320000,50000,Diesel
11418,Maruti Alto 800 LXI,Maruti,2016,300000,25000,Petrol
11419,Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,740000,25000,Petrol
11420,Datsun RediGO SV 1.0,Datsun,2019,350000,1300,Petrol
11421,Datsun GO T BSIV,Datsun,2014,280000,40000,Petrol
11422,Maruti Swift Dzire AMT VDI,Maruti,2018,675000,50000,Diesel
11423,Hyundai i10 Era 1.1 iTech SE,Hyundai,2011,300000,20000,Petrol
11424,Chevrolet Captiva 2.0L VCDi,Chevrolet,2011,400000,76000,Diesel
11425,Mahindra Scorpio VLX 2WD BSIV,Mahindra,2010,420000,100000,Diesel
11426,Tata New Safari 3L Dicor LX 4x2,Tata,2008,300000,120000,Diesel
11427,Maruti Wagon R VXI Minor,Maruti,2010,170000,70000,Petrol
11428,Hyundai EON Era Plus,Hyundai,2014,210000,70000,Petrol
11429,Maruti Ertiga VDI,Maruti,2015,600000,60000,Diesel
11430,Maruti Wagon R VXI BS IV,Maruti,2014,260000,38000,Petrol
11431,Tata Nano Twist XT,Tata,2015,82000,19000,Petrol
11432,Mahindra TUV 300 T8,Mahindra,2016,690000,75000,Diesel
11433,Hyundai Grand i10 CRDi Asta,Hyundai,2015,300000,70000,Diesel
11434,Honda BRV i-DTEC V MT,Honda,2017,1250000,30000,Diesel
11435,Hyundai Verna CRDi 1.6 EX,Hyundai,2017,799000,31707,Diesel
11436,Toyota Fortuner 3.0 Diesel,Toyota,2010,1000000,180000,Diesel
11437,Maruti Alto 800 LXI,Maruti,2014,190000,90000,Petrol
11438,Mahindra Verito 1.5 D2 BSIII,Mahindra,2014,250000,30000,Diesel
11439,Hyundai Verna 1.6 i ABS,Hyundai,2009,200000,60000,Petrol
11440,Mahindra Bolero DI,Mahindra,2005,300000,90000,Diesel
11441,Tata Zest Revotron 1.2T XMS,Tata,2015,250000,120000,Petrol
11442,Maruti 800 AC,Maruti,2008,90000,70000,Petrol
11443,Hyundai Santro LE zipPlus,Hyundai,2001,68000,70000,Petrol
11444,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,500000,26500,Petrol
11445,Hyundai Verna CRDi 1.6 SX,Hyundai,2017,900000,50000,Diesel
11446,Maruti Alto LX,Maruti,2007,100000,52000,Petrol
11447,Renault Duster 85PS Diesel RxL,Renault,2016,700000,160000,Diesel
11448,Volvo XC60 D3 Kinetic,Volvo,2012,1750000,115992,Diesel
11449,Maruti Wagon R VXI Optional,Maruti,2017,290000,110000,Petrol
11450,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,2014,1050000,97000,Diesel
11451,Tata Indigo LX Dicor,Tata,2008,70000,100000,Diesel
11452,Maruti Swift ZDi BSIV,Maruti,2016,520000,41000,Diesel
11453,Tata Indigo LS,Tata,2012,150000,90000,Diesel
11454,Hyundai i10 Magna 1.1,Hyundai,2008,120000,90000,Petrol
11455,Hyundai i20 Asta Option 1.2,Hyundai,2016,600000,25000,Petrol
11456,Tata Xenon XT EX 4X4,Tata,2010,150000,70000,Diesel
11457,Volkswagen Vento Petrol Highline,Volkswagen,2011,400000,60000,Petrol
11458,Maruti Alto 800 LXI,Maruti,2015,310000,30000,Petrol
11459,Maruti Baleno Alpha 1.2,Maruti,2015,550000,30000,Petrol
11460,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,550000,60000,Diesel
11461,Hyundai Grand i10 CRDi Magna,Hyundai,2013,320000,73000,Diesel
11462,Maruti 800 AC BSII,Maruti,1992,50000,100000,Petrol
11463,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2018,500000,32000,Petrol
11464,Renault KWID RXT,Renault,2018,360000,26500,Petrol
11465,Maruti Vitara Brezza VDi Option,Maruti,2017,700000,50000,Diesel
11466,Maruti Ertiga VDI,Maruti,2012,700000,110000,Diesel
11467,Hyundai i20 1.4 Sportz,Hyundai,2017,655000,84000,Diesel
11468,Maruti Vitara Brezza VDi Option,Maruti,2017,700000,50000,Diesel
11469,Chevrolet Beat LT LPG,Chevrolet,2011,200000,110000,LPG
11470,Renault Duster 85PS Diesel RxL Optional,Renault,2012,375000,150000,Diesel
11471,Hyundai Verna 1.6 SX,Hyundai,2012,470000,109052,Diesel
11472,Maruti Ciaz VDi,Maruti,2015,550000,90658,Diesel
11473,Honda Amaze VX i-DTEC,Honda,2014,500000,110000,Diesel
11474,Datsun GO T Option BSIV,Datsun,2015,210000,25000,Petrol
11475,Maruti Eeco 7 Seater Standard BSIV,Maruti,2018,270000,20000,Petrol
11476,Skoda Superb 1.8 TFSI MT,Skoda,2010,300000,80000,Petrol
11477,Maruti Wagon R VXI Minor,Maruti,2007,80000,60000,Petrol
11478,Mercedes-Benz E-Class E250 Edition E,Mercedes-Benz,2013,1451000,81000,Diesel
11479,Tata Safari Storme VX Varicor 400,Tata,2018,1085000,15000,Diesel
11480,Hyundai Verna SX AT Diesel,Hyundai,2009,245000,75000,Diesel
11481,Honda WR-V i-VTEC VX,Honda,2017,700000,25552,Petrol
11482,Hyundai EON Magna Plus,Hyundai,2018,300000,20000,Petrol
11483,Hyundai Xcent 1.2 CRDi E,Hyundai,2017,350000,80000,Diesel
11484,Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2017,635000,25000,Petrol
11485,Honda City S,Honda,2012,325000,40700,Petrol
11486,Mahindra XUV500 AT W10 1.99 mHawk,Mahindra,2017,1150000,65500,Diesel
11487,Tata Indigo GLE BSIII,Tata,2008,110000,42000,Petrol
11488,Honda City 1.5 V MT,Honda,2018,890000,8000,Petrol
11489,Maruti Swift 1.3 LXI,Maruti,2007,73000,80000,Petrol
11490,Chevrolet Beat PS,Chevrolet,2014,170000,77000,Petrol
11491,Maruti Ciaz ZXi Plus,Maruti,2016,750000,6000,Petrol
11492,Hyundai EON 1.0 Era Plus,Hyundai,2017,280000,28838,Petrol
11493,Maruti Baleno Alpha 1.2,Maruti,2018,690000,11174,Petrol
11494,Tata Indigo GLS,Tata,2008,130000,120000,Petrol
11495,Maruti Swift 1.3 LXI,Maruti,2007,73000,80000,Petrol
11496,Hyundai Santro Xing GLS,Hyundai,2007,85000,85000,Petrol
11497,Hyundai Elantra 2.0 SX AT,Hyundai,2018,1575000,10000,Petrol
11498,Nissan Sunny Diesel XV,Nissan,2013,325000,105000,Diesel
11499,Honda City 1.3 EXI,Honda,1998,85000,120000,Petrol
11500,Hyundai Verna 1.6 CRDI SX Option,Hyundai,2018,860000,30000,Diesel
11501,Maruti S-Cross Sigma DDiS 200 SH,Maruti,2017,690000,41000,Diesel
11502,Hyundai Elantra CRDi S,Hyundai,2013,650000,54000,Diesel
11503,Chevrolet Sail LS ABS,Chevrolet,2014,375000,40000,Diesel
11504,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,525000,71000,Diesel
11505,Maruti Eeco Smiles 5 Seater AC,Maruti,2016,330000,72500,Petrol
11506,Maruti Eeco Smiles 5 Seater AC,Maruti,2013,280000,76600,Petrol
11507,Maruti Swift ZXI,Maruti,2014,470000,40000,Petrol
11508,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2011,350000,110000,Diesel
11509,Honda City 1.5 V Elegance,Honda,2012,480000,63000,Petrol
11510,Hyundai Verna 1.6 CRDi SX,Hyundai,2016,620000,60000,Diesel
11511,Datsun GO T BSIV,Datsun,2014,250000,58000,Petrol
11512,Chevrolet Spark 1.0,Chevrolet,2010,78692,80000,Petrol
11513,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2012,350000,80000,Diesel
11514,Maruti Wagon R LX Minor,Maruti,2013,250000,70000,Petrol
11515,Hyundai i20 1.2 Sportz,Hyundai,2011,260000,97700,Petrol
11516,Honda Mobilio S i DTEC,Honda,2016,640000,36000,Diesel
11517,Tata New Safari DICOR 2.2 EX 4x2,Tata,2008,220000,90000,Diesel
11518,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,465000,130000,Diesel
11519,Maruti Swift Vdi BSIII,Maruti,2010,229999,120000,Diesel
11520,Maruti Wagon R VXI BS IV,Maruti,2018,425000,15000,Petrol
11521,Tata Indica GLS BS IV,Tata,2008,95000,120000,Petrol
11522,Hyundai EON LPG Magna Plus,Hyundai,2012,170000,170000,LPG
11523,Datsun RediGO T Option,Datsun,2016,229999,37500,Petrol
11524,Maruti 800 Std,Maruti,1999,45000,50000,Petrol
11525,Maruti Grand Vitara MT,Maruti,2007,479000,145000,Petrol
11526,Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,2016,370000,60000,Petrol
11527,Hyundai EON Sportz,Hyundai,2016,340000,30000,Petrol
11528,Maruti Swift Dzire ZXI,Maruti,2016,620000,35000,Petrol
11529,Tata Manza Club Class Quadrajet90 EX,Tata,2012,270000,60000,Diesel
11530,Tata Tiago 1.05 Revotorq XZ Plus,Tata,2018,400000,35000,Diesel
11531,Maruti Wagon R VXI Optional,Maruti,2015,260000,40000,Petrol
11532,Hyundai Santro LE zipPlus,Hyundai,2003,48000,50000,Petrol
11533,Tata Nano Twist XE,Tata,2015,100000,23800,Petrol
11534,Nissan Terrano XL Plus 85 PS,Nissan,2015,490000,70000,Diesel
11535,Maruti Wagon R Duo Lxi,Maruti,2010,120000,90000,LPG
11536,Hyundai i10 Era,Hyundai,2008,125000,102000,Petrol
11537,Hyundai EON Era Plus,Hyundai,2013,160000,80000,Petrol
11538,Maruti Alto 800 LXI,Maruti,2019,190000,5000,Petrol
11539,Tata Harrier XZ BSIV,Tata,2019,1700000,10000,Diesel
11540,Hyundai i10 Sportz,Hyundai,2011,250000,50000,Petrol
11541,Maruti Ignis 1.2 Delta BSIV,Maruti,2019,500000,15000,Petrol
11542,Toyota Corolla Altis 1.8 J,Toyota,2008,400000,35000,Petrol
11543,Fiat Linea T Jet Plus,Fiat,2011,500000,20000,Petrol
11544,Toyota Fortuner 4x2 AT,Toyota,2014,1800000,99000,Diesel
11545,Honda Civic 1.8 V MT,Honda,2008,320000,90000,Petrol
11546,Honda Civic 1.8 S AT,Honda,2007,250000,47000,Petrol
11547,Ford Figo Diesel Titanium,Ford,2010,105000,90000,Diesel
11548,Hyundai i20 Active 1.2 SX,Hyundai,2018,550000,20000,Petrol
11549,Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2019,600000,1100,Petrol
11550,Maruti Alto 800 VXI,Maruti,2020,210000,40000,Petrol
11551,Maruti Alto 800 LXI Airbag,Maruti,2012,210000,15000,Petrol
11552,Maruti Alto LXi,Maruti,2009,150000,40000,Petrol
11553,Hyundai i10 Era 1.1,Hyundai,2008,125000,60000,Petrol
11554,Maruti Celerio VXI,Maruti,2016,380000,20000,Petrol
11555,Maruti Baleno Delta 1.2,Maruti,2019,600000,5000,Petrol
11556,Maruti Swift VXI Deca,Maruti,2016,490000,27000,Petrol
11557,Maruti Swift Dzire LDI,Maruti,2018,545000,38000,Diesel
11558,Maruti Wagon R VXI BS IV,Maruti,2015,250000,25000,Petrol
11559,Hyundai Venue SX Opt Turbo BSIV,Hyundai,2020,1050000,1100,Petrol
11560,Maruti Wagon R LX Minor,Maruti,2007,100000,100000,Petrol
11561,Ford Figo Diesel ZXI,Ford,2014,250000,100000,Diesel
11562,Maruti Wagon R LX BSIII,Maruti,2007,100000,110000,Petrol
11563,Ford Figo 1.5D Ambiente ABS MT,Ford,2016,350000,60000,Diesel
11564,Renault Duster 110PS Diesel RxZ Plus,Renault,2012,370000,70000,Diesel
11565,Maruti Zen VXi - BS III,Maruti,2004,121000,110000,Petrol
11566,Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,2017,570000,44077,Petrol
11567,Maruti Ertiga SHVS VDI,Maruti,2017,785000,24000,Diesel
11568,Maruti Ciaz S 1.3,Maruti,2018,850000,30000,Diesel
11569,Maruti Wagon R VXI BS IV,Maruti,2016,375000,30000,Petrol
11570,Maruti Baleno Alpha 1.2,Maruti,2017,619000,40000,Petrol
11571,Chevrolet Cruze LTZ,Chevrolet,2011,335000,90000,Diesel
11572,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,500000,50000,Diesel
11573,Maruti Wagon R LX,Maruti,2003,60000,100000,Petrol
11574,Maruti Zen Estilo VXI BSIV,Maruti,2010,130000,50000,Petrol
11575,Mahindra Ingenio CRDe,Mahindra,2015,210000,210000,Diesel
11576,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2019,1900000,20000,Diesel
11577,Tata Indigo TDI,Tata,2013,270000,70000,Diesel
11578,Maruti Wagon R LXI Minor,Maruti,2010,225000,100000,Petrol
11579,Maruti SX4 ZXI MT BSIV,Maruti,2011,150000,160000,Petrol
11580,Chevrolet Beat Diesel LT,Chevrolet,2013,173000,70000,Diesel
11581,BMW 5 Series 520d Luxury Line,BMW,2018,4800000,9422,Diesel
11582,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,2017,710000,110000,Diesel
11583,Toyota Corolla Altis 1.8 GL,Toyota,2019,1500000,20000,Petrol
11584,Maruti Baleno Zeta 1.2,Maruti,2017,550000,20000,Petrol
11585,Maruti 800 AC BSIII,Maruti,2008,58000,70000,Petrol
11586,Audi A4 1.8 TFSI,Audi,2012,1200000,60000,Petrol
11587,Mahindra Scorpio M2DI,Mahindra,2013,500000,150000,Diesel
11588,Maruti Swift LXi BSIV,Maruti,2009,120000,83000,Petrol
11589,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,Toyota,2012,300000,250000,Diesel
11590,Hyundai EON Era Plus,Hyundai,2018,300000,30000,Petrol
11591,Datsun GO Plus T Option BSIV,Datsun,2015,295000,21000,Petrol
11592,Maruti Ertiga VXI CNG,Maruti,2018,587000,80000,CNG
11593,Ambassador Grand 1800 ISZ MPFI PW CL,Ambassador,2012,430000,50000,Petrol
11594,Hyundai Verna i (Petrol),Hyundai,2007,123000,50000,Petrol
11595,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,2012,450000,48500,Diesel
11596,Maruti Wagon R LXI Minor,Maruti,2007,130000,60000,Petrol
11597,Tata Indica Vista Aqua 1.4 TDI,Tata,2010,110000,90000,Diesel
11598,Mahindra Xylo Celebration Edition BSIV,Mahindra,2010,200000,240000,Diesel
11599,Hyundai Grand i10 Magna,Hyundai,2015,320000,70000,Petrol
